city,type,company_id,company_name,sector,registered_address,address_confidence
melbourne,State agency,vic-gov-department-of-government-services,Department of Government Services,Government,"121 Exhibition Street, Melbourne VIC 3000",medium
melbourne,State agency,vic-gov-department-of-health,Department of Health,Government,"50 Lonsdale Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-department-of-jobs-skills-industry-and-regions,"Department of Jobs, Skills, Industry and Regions",Government,"121 Exhibition Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-department-of-justice-and-community-safety,Department of Justice and Community Safety,Government,"121 Exhibition Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-department-of-premier-and-cabinet,Department of Premier and Cabinet,Government,"1 Treasury Place, East Melbourne VIC 3002",high
melbourne,State agency,vic-gov-department-of-transport-and-planning,Department of Transport and Planning,Government,"1 Spring Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-department-of-treasury-and-finance,Department of Treasury and Finance,Government,"1 Treasury Place, East Melbourne VIC 3002",high
melbourne,State agency,vic-gov-dhelkaya-health,Dhelkaya Health,Government,"142 Cornish Street, Castlemaine VIC 3450",google_maps
melbourne,State agency,vic-gov-energy-safe-victoria,Energy Safe Victoria,Government,"Level 5, 4 Riverside Quay, Southbank VIC 3006",medium
melbourne,State agency,vic-gov-environment-protection-authority,Environment Protection Authority,Government,"200 Victoria Street, Carlton VIC 3053",high
melbourne,State agency,vic-gov-essential-services-commission,Essential Services Commission,Government,"Level 8, 570 Bourke Street, Melbourne VIC 3000",medium
melbourne,State agency,vic-gov-game-management-authority,Game Management Authority,Government,"Level 16, 121 Exhibition Street, Melbourne VIC 3000",google_maps
melbourne,State agency,vic-gov-goulburn-valley-health,Goulburn Valley Health,Government,"Graham Street, Shepparton VIC 3630",medium
melbourne,State agency,vic-gov-government-schools,Government schools,Government,"2 Treasury Place, East Melbourne VIC 3002",user_provided
melbourne,State agency,vic-gov-grampians-wimmera-mallee-water-corporation,Grampians Wimmera Mallee Water Corporation,Government,"11 McLachlan Street, Horsham VIC 3400",high
melbourne,State agency,vic-gov-heathcote-health,Heathcote Health,Government,"39 Hospital Street, Heathcote VIC 3523",google_maps
melbourne,State agency,vic-gov-homes-victoria,Homes Victoria,Government,"50 Lonsdale Street, Melbourne VIC 3000",medium
melbourne,State agency,vic-gov-independent-broad-based-anti-corruption-commission,Independent Broad-based Anti-Corruption Commission,Government,"Level 1, 459 Collins Street, Melbourne VIC 3000",medium
melbourne,State agency,vic-gov-inglewood-and-districts-health-service,Inglewood and Districts Health Service,Government,"3 Hospital Street, Inglewood VIC 3517",verified
melbourne,State agency,vic-gov-latrobe-regional-health,Latrobe Regional Health,Government,"10 Village Avenue, Traralgon VIC 3844",verified
melbourne,State agency,vic-gov-magistrates-court,Magistrates Court,Government,"233 William Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-moyne-health-services,Moyne Health Services,Government,"30-36 Villiers Street, Port Fairy VIC 3284",google_maps
melbourne,State agency,vic-gov-museums-victoria,Museums Victoria,Government,"11 Nicholson Street, Carlton VIC 3053",high
melbourne,State agency,vic-gov-ncn-health,NCN Health,Government,"2 Katamatite-Nathalia Road, Numurkah VIC 3636",google_maps
melbourne,State agency,vic-gov-northeast-health-wangaratta,Northeast Health Wangaratta,Government,"35-47 Green Street, Wangaratta VIC 3677",medium
melbourne,State agency,vic-gov-office-of-public-prosecutions,Office of Public Prosecutions,Government,"565 Lonsdale Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-office-of-the-victorian-information-commissioner,Office of the Victorian Information Commissioner,Government,"121 Exhibition Street, Melbourne VIC 3000",google_maps
melbourne,State agency,vic-gov-orbost-regional-health,Orbost Regional Health,Government,"104 Boundary Road, Orbost VIC 3888",verified
melbourne,State agency,vic-gov-parks-victoria,Parks Victoria,Government,"535 Bourke Street, Melbourne VIC 3000",medium
melbourne,State agency,vic-gov-parliament-of-victoria,Parliament of Victoria,Government,"Parliament House, Spring Street, East Melbourne VIC 3002",high
melbourne,State agency,vic-gov-peninsula-health,Peninsula Health,Government,"Frankston Hospital, 2 Hastings Road, Frankston VIC 3199",medium
melbourne,State agency,vic-gov-peter-maccallum-cancer-centre,Peter MacCallum Cancer Centre,Government,"305 Grattan Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-portable-long-service-authority,Portable Long Service Authority,Government,"Level 1, 56-60 King Street, Bendigo VIC 3550",user_provided
melbourne,State agency,vic-gov-royal-botanic-gardens-victoria,Royal Botanic Gardens Victoria,Government,"Birdwood Avenue, Melbourne VIC 3004",high
melbourne,State agency,vic-gov-royal-children-s-hospital,Royal Children's Hospital,Government,"50 Flemington Road, Parkville VIC 3052",high
melbourne,State agency,vic-gov-royal-melbourne-hospital,Royal Melbourne Hospital,Government,"300 Grattan Street, Parkville VIC 3050",high
melbourne,State agency,vic-gov-safer-care-victoria,Safer Care Victoria,Government,"50 Lonsdale Street, Melbourne VIC 3000",medium
melbourne,State agency,vic-gov-shrine-of-remembrance-trust,Shrine of Remembrance Trust,Government,"Birdwood Avenue, Melbourne VIC 3001",high
melbourne,State agency,vic-gov-social-services-regulator,Social Services Regulator,Government,"Level 13, 50 Lonsdale Street, Melbourne VIC 3000",user_provided
melbourne,State agency,vic-gov-south-west-healthcare,South West Healthcare,Government,"Ryot Street, Warrnambool VIC 3280",medium
melbourne,State agency,vic-gov-state-library-of-victoria,State Library of Victoria,Government,"328 Swanston Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-state-revenue-office,State Revenue Office,Government,"121 Exhibition Street, Melbourne VIC 3000",medium
melbourne,State agency,vic-gov-state-trustees-limited,State Trustees Limited,Government,"1 McNab Avenue, Footscray VIC 3011",high
melbourne,State agency,vic-gov-supreme-court,Supreme Court,Government,"210 William Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-tallangatta-health-service,Tallangatta Health Service,Government,"25 Barree Street, Tallangatta VIC 3700",google_maps
melbourne,State agency,vic-gov-triple-zero-victoria,Triple Zero Victoria,Government,"33 Lakeside Drive, Burwood East VIC 3151",medium
melbourne,State agency,vic-gov-vicgrid,VicGrid,Government,"Level 25, 567 Collins Street, Melbourne VIC 3000",user_provided
melbourne,State agency,vic-gov-vicscreen,VicScreen,Government,"563 Bourke Street, Melbourne VIC 3000",google_maps
melbourne,State agency,vic-gov-victoria-legal-aid,Victoria Legal Aid,Government,"570 Bourke Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-victoria-police,Victoria Police,Government,"Victoria Police Centre, 311 Spencer Street, Docklands VIC 3008",high
melbourne,State agency,vic-gov-victoria-state-emergency-service,Victoria State Emergency Service,Government,"168 Sturt Street, Southbank VIC 3006",verified
melbourne,State agency,vic-gov-victorian-civil-and-administrative-tribunal-vcat,Victorian Civil and Administrative Tribunal (VCAT),Government,"55 King Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-victorian-electoral-commission,Victorian Electoral Commission,Government,"530 Collins Street, Melbourne VIC 3000",high
melbourne,State agency,vic-gov-victorian-gambling-and-casino-control-commission,Victorian Gambling and Casino Control Commission,Government,"12 Shelley Street, Richmond VIC 3121",medium
melbourne,State agency,vic-gov-victorian-government-solicitor-s-office,Victorian Government Solicitor's Office,Government,"Level 25, 121 Exhibition Street, Melbourne VIC 3000",medium
melbourne,State agency,vic-gov-victorian-health-promotion-foundation,Victorian Health Promotion Foundation,Government,"355 Spencer Street, West Melbourne VIC 3003",medium
melbourne,State agency,vic-gov-victorian-infrastructure-delivery-authority,Victorian Infrastructure Delivery Authority,Government,"Level 20, 180 Lonsdale Street, Melbourne VIC 3000",user_provided
melbourne,State agency,vic-gov-victorian-infrastructure-delivery-authority-health,Victorian Infrastructure Delivery Authority | Health,Government,"Level 20, 180 Lonsdale Street, Melbourne VIC 3000",user_provided
melbourne,State agency,vic-gov-victorian-infrastructure-delivery-authority-rail,Victorian Infrastructure Delivery Authority | Rail,Government,"Level 20, 180 Lonsdale Street, Melbourne VIC 3000",user_provided
melbourne,State agency,vic-gov-victorian-infrastructure-delivery-authority-roads,Victorian Infrastructure Delivery Authority | Roads,Government,"Level 20, 180 Lonsdale Street, Melbourne VIC 3000",user_provided
melbourne,State agency,vic-gov-victorian-institute-of-forensic-medicine,Victorian Institute of Forensic Medicine,Government,"65 Kavanagh Street, Southbank VIC 3006",high
melbourne,State agency,vic-gov-victorian-institute-of-teaching,Victorian Institute of Teaching,Government,"717 Bourke Street, Docklands VIC 3008",google_maps
melbourne,State agency,vic-gov-victorian-legal-services-board-and-commissioner,Victorian Legal Services Board and Commissioner,Government,"Level 27, 500 Bourke Street, Melbourne VIC 3000",google_maps
melbourne,State agency,vic-gov-victorian-managed-insurance-authority,Victorian Managed Insurance Authority,Government,"Level 10, 161 Collins Street, Melbourne VIC 3000",medium
melbourne,State agency,vic-gov-victorian-ombudsman,Victorian Ombudsman,Government,"Level 2, 570 Bourke Street, Melbourne VIC 3000",medium
melbourne,State agency,vic-gov-victorian-school-building-authority,Victorian School Building Authority,Government,"Level 10, 33 St Andrews Place, East Melbourne VIC 3002",user_provided
melbourne,State agency,vic-gov-west-gippsland-healthcare-group,West Gippsland Healthcare Group,Government,"41 Landsborough Street, Warragul VIC 3820",medium
melbourne,State agency,vic-gov-western-health,Western Health,Government,"Footscray Hospital, 160 Gordon Street, Footscray VIC 3011",medium
melbourne,State agency,vic-gov-workforce-inspectorate-victoria,Workforce Inspectorate Victoria,Government,"Level 27, 121 Exhibition Street, Melbourne VIC 3000",user_provided
melbourne,State agency,vic-gov-workplace-injury-commission,Workplace Injury Commission,Government,"Level 1, 215 Spring Street, Melbourne VIC 3000",google_maps
melbourne,State agency,vic-gov-worksafe,WorkSafe,Government,"1 Malop Street, Geelong VIC 3220",high
melbourne,Federal agency,aps-bureau-of-meteorology,Bureau of Meteorology,Government,"700 Collins Street, Docklands VIC 3008",high
melbourne,Federal agency,aps-australian-radiation-protection-and-nuclear-safety-agency,Australian Radiation Protection and Nuclear Safety Agency,Government,"619 Lower Plenty Road, Yallambie VIC 3085",high
melbourne,Federal agency,aps-australian-institute-of-family-studies,Australian Institute of Family Studies,Government,"Level 4, 40 City Road, Southbank VIC 3006",medium
melbourne,Private company,priv-visy,Visy,Packaging & paper manufacturing,"Level 11, 2 Southbank Boulevard, Southbank VIC 3006",medium
melbourne,Private company,priv-united-petroleum,United Petroleum,Fuel & convenience retail,"600 Glenferrie Road, Hawthorn VIC 3122",google_maps
melbourne,Private company,priv-linfox,Linfox,Logistics & transport,"490 Swan Street, Richmond VIC 3121",medium
melbourne,Private company,priv-chemist-warehouse,Chemist Warehouse,Pharmacy retail,"44 Raglan Street, Preston VIC 3072",high
melbourne,Private company,priv-spotlight,Spotlight,Specialty retail,"111 Cecil Street, South Melbourne VIC 3205",high
melbourne,Private company,priv-team-global-express,Team Global Express,Logistics & freight,"Level 3, 417 St Kilda Road, Melbourne VIC 3004",google_maps
melbourne,Private company,priv-cogi,COGI,Consumer & Retail,"14 Shepherd Court, North Geelong VIC 3215",google_maps
melbourne,Private company,priv-australian-unity,Australian Unity,Diversified financial services,"271 Spring Street, Melbourne VIC 3000",high
melbourne,Private company,priv-aurecon,Aurecon,Engineering consultancy,"850 Collins Street, Docklands VIC 3008",medium
melbourne,Private company,priv-metricon-homes,Metricon Homes,Residential construction,"501 Blackburn Road, Mount Waverley VIC 3149",high
melbourne,Private company,priv-consolidated-travel,Consolidated Travel,Travel services,"Level 7, 246 Bourke Street, Melbourne VIC 3000",google_maps
melbourne,Private company,priv-ritchies-supa-iga,Ritchies Supa IGA,Supermarkets,"Shop 10, 1095 Frankston-Dandenong Road, Carrum Downs VIC 3201",verified
melbourne,Private company,priv-hansen-yuncken,Hansen Yuncken,Commercial construction,"Level 10, 412 St Kilda Road, Melbourne VIC 3004",google_maps
melbourne,Private company,priv-salvation-army-australia,Salvation Army Australia,Social services & charity,"95-99 Railway Road, Blackburn VIC 3130",high
melbourne,Private company,priv-melbourne-airport,Melbourne Airport,Airport operations,"Terminal Drive, Melbourne Airport VIC 3045",medium
melbourne,Private company,priv-mecca-brands,Mecca Brands,Cosmetics retail,"Level 3, 80 Dorcas Street, South Melbourne VIC 3205",medium
melbourne,Private company,priv-winslow-constructors,Winslow Constructors,Civil construction,"50 Mahoneys Road, Thomastown VIC 3074",user_provided
melbourne,Private company,priv-talent-international,Talent International,Recruitment & staffing,"Level 17, Rialto South Tower, 525 Collins Street, Melbourne VIC 3000",google_maps
melbourne,Private company,priv-epworth-healthcare,Epworth HealthCare,Hospitals,"89 Bridge Road, Richmond VIC 3121",high
melbourne,Private company,priv-afl,AFL,Sport & entertainment,"AFL House, 140 Harbour Esplanade, Docklands VIC 3008",high
melbourne,Private company,priv-kane-constructions,Kane Constructions,Commercial construction,"658 Church Street, Richmond VIC 3121",medium
melbourne,Private company,priv-village-roadshow,Village Roadshow,Entertainment & theme parks,"650 Chapel Street, South Yarra VIC 3141",google_maps
melbourne,Private company,priv-turosi,Turosi,Poultry & food processing,"5 Lipton Drive, Thomastown VIC 3074",google_maps
melbourne,Private company,priv-st-vincent-de-paul,St Vincent de Paul,Social services & charity,"43 Prospect Street, Box Hill VIC 3128",medium
melbourne,Private company,priv-racv,RACV,Insurance & motoring club,"485 Bourke Street, Melbourne VIC 3000",high
melbourne,Private company,priv-patterson-cheney,Patterson Cheney,Automotive retail,"200 Cheltenham Road, Keysborough VIC 3173",google_maps
melbourne,Private company,priv-apco-service-stations,Apco Service Stations,Fuel & convenience retail,"57 Ormond Road, East Geelong VIC 3219",google_maps
melbourne,Private company,priv-grand-motors,Grand Motors,Automotive retail,"265 Ferry Road, Southport QLD 4215",google_maps
melbourne,Private company,priv-cci,CCI,Insurance,"Suite 7116, Level 7, 180 Flinders Street, Melbourne VIC 3000",google_maps
melbourne,Private company,priv-king-wood-mallesons,King & Wood Mallesons,Legal services,"Level 27, Collins Arch, 447 Collins Street, Melbourne VIC 3000",high
melbourne,Private company,priv-defence-health,Defence Health,Private health insurance,"380 St Kilda Road, Melbourne VIC 3004",medium
melbourne,Private company,priv-akd,AKD,Timber & forestry,"17 Forest Street, Colac VIC 3250",google_maps
melbourne,Private company,priv-nhp-electrical-engineering-products,NHP Electrical Engineering Products,Electrical equipment,"43-67 River Street, Richmond VIC 3121",high
melbourne,Private company,priv-gmhba,GMHBA,Private health insurance,"60-68 Moorabool Street, Geelong VIC 3220",high
melbourne,Private company,priv-creation-homes,Creation Homes,Residential construction,"484 St Kilda Road, Melbourne VIC 3004",google_maps
melbourne,Private company,priv-tennis-australia,Tennis Australia,Sport & entertainment,"Olympic Boulevard, Melbourne VIC 3001",high
melbourne,Private company,priv-australian-consolidated-milk,Australian Consolidated Milk,Dairy,Girgarre VIC 3624,google_maps
melbourne,Private company,priv-bowens-timber-hardware,Bowens Timber & Hardware,Timber & hardware retail,"12 Redland Drive, Mitcham VIC 3132",user_provided
melbourne,Listed company,wes,Wesfarmers,Diversified Retail,"Level 14, Brookfield Place Tower 2, 123 St Georges Terrace, Perth WA 6000",high
brisbane,Listed company,bhp,BHP,Diversified Mining,"171 Collins Street, Melbourne VIC 3000",medium
brisbane,Listed company,rio,Rio Tinto,Iron Ore & Metals,"Level 43, 120 Collins Street, Melbourne VIC 3000",high
brisbane,Listed company,smr,Stanmore Resources,Coal,"Level 32, 12 Creek Street, Brisbane QLD 4000",google_maps
brisbane,Listed company,nhc,New Hope Group,Coal,"Level 3, 22 Magnolia Drive, Brookwater QLD 4300",medium
brisbane,Listed company,shell,Shell,"Oil, Gas & LNG","562 Wellington Street, Perth WA 6000",google_maps
brisbane,Listed company,mmi,Metro Mining,Bauxite,"Level 4, 135 Wickham Terrace, Brisbane QLD 4000",google_maps
brisbane,Listed company,jellinbah,Jellinbah Group,Coal,"Level 20, 66 Eagle Street, Brisbane QLD 4000",google_maps
brisbane,Listed company,brisbane-nsr,National Storage REIT,Financial Services,"Level 23, 71 Eagle Street, Brisbane QLD 4000",medium
brisbane,Listed company,brisbane-boq,Bank of Queensland,Financial Services,"Level 6, 100 Skyring Terrace, Newstead QLD 4006",high
brisbane,Listed company,brisbane-ctd,Corporate Travel Management,Consumer & Retail,"Level 24, 307 Queen Street, Brisbane QLD 4000",medium
brisbane,Listed company,brisbane-sul,Super Retail Group,Consumer & Retail,"751 Gympie Road, Lawnton QLD 4501",high
brisbane,Listed company,brisbane-alq,ALS Limited,Industrial Manufacturing,"Level 2, 299 Coronation Drive, Milton QLD 4064",medium
brisbane,Listed company,brisbane-smr,Stanmore Resources,Energy & Natural Resources,"Level 32, 12 Creek Street, Brisbane QLD 4000",google_maps
brisbane,Listed company,brisbane-crn,Coronado Global Resources,Energy & Natural Resources,"Level 33, Central Plaza One, 345 Queen Street, Brisbane QLD 4000",medium
brisbane,Listed company,brisbane-sya,Sayona Mining,Energy & Natural Resources,"Level 28, 10 Eagle Street, Brisbane QLD 4000",google_maps
brisbane,Listed company,brisbane-dtl,Data#3,"Technology, Media & Telecom","555 Coronation Drive, Toowong QLD 4066",high
brisbane,Listed company,brisbane-aqz,Alliance Aviation Services,Consumer & Retail,"81 Pandanus Avenue, Brisbane Airport QLD 4008",medium
brisbane,Listed company,brisbane-ape,Eagers Automotive,Consumer & Retail,"5 Edmund Street, Newstead QLD 4006",google_maps
brisbane,Listed company,brisbane-azj,Aurizon,Industrial Manufacturing,"900 Ann Street, Fortitude Valley QLD 4006",high
brisbane,Listed company,brisbane-dbi,Dalrymple Bay Infrastructure,Industrial Manufacturing,"Level 15, One Eagle, 1 Eagle Street, Brisbane QLD 4000",google_maps
brisbane,Listed company,brisbane-tne,TechnologyOne,"Technology, Media & Telecom","540 Wickham Street, Fortitude Valley QLD 4006",medium
brisbane,Listed company,brisbane-vgn,Virgin Australia Holdings,Industrial Manufacturing,"275 Grey Street, South Brisbane QLD 4101",high
brisbane,State agency,qld-gov-art-gallery,Art Gallery,Government,"Stanley Place, South Brisbane QLD 4101",high
brisbane,State agency,qld-gov-crime-and-corruption-commission,Crime and Corruption Commission,Government,"Level 2, North Tower Green Square, 515 St Pauls Terrace, Fortitude Valley QLD 4006",high
brisbane,State agency,qld-gov-cross-river-rail-delivery-authority,Cross River Rail Delivery Authority,Government,"Level 14, 410 Ann Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-department-of-customer-services-open-data-and-small-and-family-business,"Department of Customer Services, Open Data and Small and Family Business",Government,"1 William Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-department-of-women-aboriginal-and-torres-strait-islander-partnerships-and-multiculturalism,"Department of Women, Aboriginal and Torres Strait Islander Partnerships and Multiculturalism",Government,"1 William Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-economic-development-queensland,Economic Development Queensland,Government,"1 William Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-education,Education,Government,"30 Mary Street, Brisbane QLD 4000",high
brisbane,State agency,qld-gov-electoral-commission,Electoral Commission,Government,"Level 20, 1 Eagle Street, Brisbane QLD 4000",medium
brisbane,State agency,qld-gov-energy-and-water-ombudsman-queensland,Energy and Water Ombudsman Queensland,Government,"Level 16, 53 Albert Street, Brisbane QLD 4000",google_maps
brisbane,State agency,qld-gov-environment-tourism-science-and-innovation,"Environment, Tourism, Science and Innovation",Government,"400 George Street, Brisbane QLD 4000",medium
brisbane,State agency,qld-gov-families-seniors-disability-services-and-child-safety,"Families, Seniors, Disability Services and Child Safety",Government,"1 William Street, Brisbane QLD 4000",medium
brisbane,State agency,qld-gov-health-and-wellbeing-queensland,Health and Wellbeing Queensland,Government,"139 Coronation Drive, Milton QLD 4064",google_maps
brisbane,State agency,qld-gov-housing-and-public-works,Housing and Public Works,Government,"1 William Street, Brisbane QLD 4000",medium
brisbane,State agency,qld-gov-information-commissioner,Information Commissioner,Government,"Level 7, 133 Mary Street, Brisbane QLD 4000",medium
brisbane,State agency,qld-gov-inspector-general-emergency-management,Inspector General Emergency Management,Government,"111 George Street, Brisbane QLD 4000",google_maps
brisbane,State agency,qld-gov-justice,Justice,Government,"1 William Street, Brisbane QLD 4000",medium
brisbane,State agency,qld-gov-legal-aid,Legal Aid,Government,"44 Herschel Street, Brisbane QLD 4000",high
brisbane,State agency,qld-gov-local-government-water-and-volunteers,"Local Government, Water and Volunteers",Government,"1 William Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-national-injury-insurance-agency-queensland,National Injury Insurance Agency Queensland,Government,"Level 18, 160 Ann Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-natural-resources-and-mines-manufacturing-and-regional-and-rural-development,"Natural Resources and Mines, Manufacturing and Regional and Rural Development",Government,"1 William Street, Brisbane QLD 4000",medium
brisbane,State agency,qld-gov-office-of-industrial-relations,Office of Industrial Relations,Government,"1 William Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-office-of-the-health-ombudsman,Office of the Health Ombudsman,Government,"400 George Street, Brisbane QLD 4000",medium
brisbane,State agency,qld-gov-office-of-the-public-guardian,Office of the Public Guardian,Government,"Level 16, 50 Ann Street, Brisbane QLD 4000",google_maps
brisbane,State agency,qld-gov-office-of-the-queensland-integrity-commissioner,Office of the Queensland Integrity Commissioner,Government,"Level 13, 53 Albert Street, Brisbane QLD 4000",google_maps
brisbane,State agency,qld-gov-office-of-the-queensland-ombudsman,Office of the Queensland Ombudsman,Government,"Level 18, 53 Albert Street, Brisbane QLD 4000",medium
brisbane,State agency,qld-gov-parliamentary-service,Parliamentary Service,Government,"Parliament House, Cnr George and Alice Streets, Brisbane QLD 4000",high
brisbane,State agency,qld-gov-primary-industries,Primary Industries,Government,"41 George Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-public-trust-office,Public Trust Office,Government,"444 Queen Street, Brisbane QLD 4000",high
brisbane,State agency,qld-gov-qleave,QLeave,Government,"Suite 3, Lot 1, 62 Crockford Street, Northgate QLD 4013",google_maps
brisbane,State agency,qld-gov-queensland-academy-of-sport,Queensland Academy of Sport,Government,"Sleeman Sports Complex, Cnr Old Cleveland and Tilley Roads, Chandler QLD 4155",medium
brisbane,State agency,qld-gov-queensland-ambulance-service,Queensland Ambulance Service,Government,"Emergency Services Complex, Cnr Park Road and Kedron Park Road, Kedron QLD 4031",high
brisbane,State agency,qld-gov-queensland-audit-office,Queensland Audit Office,Government,"Level 13, 53 Albert Street, Brisbane QLD 4000",medium
brisbane,State agency,qld-gov-queensland-building-and-construction-commission,Queensland Building and Construction Commission,Government,"299 Montague Road, West End QLD 4101",high
brisbane,State agency,qld-gov-queensland-corrective-services,Queensland Corrective Services,Government,"69 Ann Street, Brisbane QLD 4000",google_maps
brisbane,State agency,qld-gov-queensland-curriculum-and-assessment-authority,Queensland Curriculum and Assessment Authority,Government,"154 Melbourne Street, South Brisbane QLD 4101",high
brisbane,State agency,qld-gov-queensland-family-and-child-commission,Queensland Family and Child Commission,Government,"Level 8, 63 George Street, Brisbane QLD 4000",google_maps
brisbane,State agency,qld-gov-queensland-fire-department,Queensland Fire Department,Government,"Emergency Services Complex, Cnr Park Road and Kedron Park Road, Kedron QLD 4031",high
brisbane,State agency,qld-gov-queensland-health,Queensland Health,Government,"33 Charlotte Street, Brisbane QLD 4000",high
brisbane,State agency,qld-gov-queensland-mental-health-commission,Queensland Mental Health Commission,Government,"Level 11, 288 Edward Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-queensland-pharmacy-business-ownership-council,Queensland Pharmacy Business Ownership Council,Government,"33 Charlotte Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-queensland-police-service,Queensland Police Service,Government,"200 Roma Street, Brisbane QLD 4000",high
brisbane,State agency,qld-gov-queensland-racing-integrity-commission,Queensland Racing Integrity Commission,Government,"60 Kingsford Smith Drive, Albion QLD 4010",google_maps
brisbane,State agency,qld-gov-queensland-rural-and-industry-development-authority,Queensland Rural and Industry Development Authority,Government,"Level 26, 32 Turbot Street, Brisbane QLD 4000",google_maps
brisbane,State agency,qld-gov-queensland-treasury,Queensland Treasury,Government,"1 William Street, Brisbane QLD 4000",high
brisbane,State agency,qld-gov-resources-safety-and-health-queensland,Resources Safety and Health Queensland,Government,"275 George Street, Brisbane QLD 4000",google_maps
brisbane,State agency,qld-gov-sport-racing-and-olympic-and-paralympic-games,"Sport, Racing and Olympic and Paralympic Games",Government,"111 George Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-stadiums-queensland,Stadiums Queensland,Government,"Cnr Castlemaine and Chippendall Streets, Milton QLD 4064",google_maps
brisbane,State agency,qld-gov-state-development-infrastructure-and-planning,"State Development, Infrastructure and Planning",Government,"1 William Street, Brisbane QLD 4000",high
brisbane,State agency,qld-gov-state-library,State Library,Government,"Stanley Place, South Brisbane QLD 4101",high
brisbane,State agency,qld-gov-tafe-queensland,TAFE Queensland,Government,"Level 4, 100 Campbell Street, Bowen Hills QLD 4006",user_provided
brisbane,State agency,qld-gov-teach-queensland,Teach Queensland,Government,"30 Mary Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-trade-and-investment-queensland,Trade and Investment Queensland,Government,"Level 23, 1 William Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-trade-employment-and-training,"Trade, Employment and Training",Government,"1 William Street, Brisbane QLD 4000",user_provided
brisbane,State agency,qld-gov-transport-and-main-roads,Transport and Main Roads,Government,"1 William Street, Brisbane QLD 4000",high
brisbane,State agency,qld-gov-youth-justice-and-victim-support,Youth Justice and Victim Support,Government,"1 William Street, Brisbane QLD 4000",user_provided
brisbane,Private company,priv-hutchies-builders,Hutchies Builders,Commercial construction,"584 Milton Road, Toowong QLD 4066",high
brisbane,Private company,priv-teys-australia,Teys Australia,Meat processing,"Building 3, Freeway Office Park, 2728 Logan Road, Eight Mile Plains QLD 4113",google_maps
brisbane,Private company,priv-racq,RACQ,Insurance & motoring club,"2649 Logan Road, Eight Mile Plains QLD 4113",high
brisbane,Private company,priv-bmd-group,BMD Group,Civil construction,"1 Sandpiper Avenue, Port of Brisbane QLD 4178",google_maps
brisbane,Private company,priv-unitingcare-queensland,UnitingCare Queensland,Health & community services,"Level 5, 192 Ann Street, Brisbane QLD 4000",medium
brisbane,Private company,priv-loan-market,Loan Market,Mortgage broking,"Level 18, 111 Eagle Street, Brisbane QLD 4000",user_provided
brisbane,Private company,priv-mater,Mater,Hospitals,"Raymond Terrace, South Brisbane QLD 4101",high
brisbane,Private company,priv-smrm-holdings,SMRM Holdings,Consumer & Retail,"99 Southgate Avenue, Cannon Hill QLD 4170",google_maps
brisbane,Private company,priv-bolton-clarke,Bolton Clarke,Aged & community care,"Shop 3, 44 Musk Avenue, Kelvin Grove QLD 4059",google_maps
brisbane,Private company,priv-brisbane-catholic-education,Brisbane Catholic Education,Education,"243 Gladstone Road, Dutton Park QLD 4102",high
brisbane,Private company,priv-j-j-richards-sons,J.J. Richards & Sons,Waste management,"3 Structural Road, Carole Park QLD 4300",user_provided
brisbane,Private company,priv-goodstart-early-learning,Goodstart Early Learning,Early childhood education,"43 Metroplex Avenue, Murarrie QLD 4172",high
brisbane,Private company,priv-queensland-sugar,Queensland Sugar,Sugar marketing,"Level 14, 348 Edward Street, Brisbane QLD 4000",medium
brisbane,Private company,priv-qcoal,QCoal,Coal mining,"40 Creek Street, Brisbane QLD 4000",google_maps
brisbane,Private company,priv-workpac,WorkPac,Labour hire,"Level 16, 31 Duncan Street, Fortitude Valley QLD 4006",google_maps
brisbane,Private company,priv-sunpork-group,SunPork Group,Pork production,"1/6 Eagleview Place, Eagle Farm QLD 4009",google_maps
brisbane,Private company,priv-bac-holdings,BAC Holdings,Airport operations,"11 The Circuit, Brisbane Airport QLD 4008",high
